x,y,amenity,classification,key_value,category
77.2254527,28.542441,,activity,{'shop': 'hairdresser'},commercial
77.2255189,28.5426418,clinic,activity,{'amenity': 'clinic'},commercial
77.2255781,28.5433572,doctors,activity,{'amenity': 'doctors'},commercial
77.2257564,28.543396,school,activity,{'amenity': 'school'},commercial
77.2568324,28.5802175,,activity,{'leisure': 'park'},commercial
77.2562691,28.5807828,,activity,{'leisure': 'park'},commercial
77.2558668,28.5814046,,activity,{'leisure': 'park'},commercial
77.2571381,28.5812351,,activity,{'leisure': 'park'},commercial
77.2567143,28.5815931,,activity,{'leisure': 'park'},commercial
77.2554537,28.582017,,activity,{'leisure': 'park'},commercial
77.2581842,28.5813528,,activity,{'leisure': 'park'},commercial
77.2585812,28.5807169,,activity,{'leisure': 'park'},commercial
77.2595199,28.5811126,,activity,{'leisure': 'park'},commercial
77.2600296,28.5804766,,activity,{'leisure': 'park'},commercial
77.2574627,28.5807546,,activity,{'leisure': 'park'},commercial
77.2579187,28.5803212,,activity,{'leisure': 'park'},commercial
77.25953,28.5802837,,activity,{'leisure': 'park'},commercial
77.2589647,28.5800809,,activity,{'leisure': 'park'},commercial
77.2552961,28.5804715,,activity,{'leisure': 'park'},commercial
77.2649413,28.5805116,,activity,{'leisure': 'park'},commercial
77.2259721,28.6991501,,activity,{'shop': 'mobile_phone'},commercial
77.2285141,28.7019948,,activity,{'shop': 'travel_agency'},commercial
77.0208894,28.561674,community_centre,activity,{'amenity': 'community_centre'},commercial
77.2297309,28.5438885,dentist,activity,{'amenity': 'dentist'},commercial
77.2299961,28.5438862,atm,activity,{'amenity': 'atm'},commercial
77.2300281,28.5438893,restaurant,activity,{'amenity': 'restaurant'},commercial
77.230051,28.5438211,,activity,{'shop': 'tobacco'},commercial
77.2301277,28.543903,ice_cream,activity,{'amenity': 'ice_cream'},commercial
77.230178,28.5439159,restaurant,activity,{'amenity': 'restaurant'},commercial
77.2283266,28.5446718,,activity,{'shop': 'greengrocer'},commercial
77.2282669,28.5444827,post_office,activity,{'amenity': 'post_office'},commercial
77.1882027,28.5490489,fuel,activity,{'amenity': 'fuel'},commercial
77.1804718,28.5532352,fuel,activity,{'amenity': 'fuel'},commercial
77.1868863,28.6023889,pharmacy,activity,{'amenity': 'pharmacy'},commercial
77.1868449,28.6024155,,activity,{'shop': 'tea'},commercial
77.1868033,28.6024506,,activity,{'shop': 'photo'},commercial
77.1867799,28.602477,,activity,{'shop': 'greengrocer'},commercial
77.186738,28.602535,taxi,activity,{'amenity': 'taxi'},commercial
77.1870641,28.6022363,money_transfer,activity,{'shop': 'copyshop'},commercial
77.1871301,28.6021797,,activity,{'shop': 'convenience'},commercial
77.1866414,28.6026344,,activity,{'shop': 'convenience'},commercial
77.1865603,28.6027056,restaurant,activity,{'amenity': 'restaurant'},commercial
77.1871411,28.6021703,taxi,activity,{'amenity': 'taxi'},commercial
77.1903646,28.602644,fire_station,activity,{'amenity': 'fire_station'},commercial
77.189294,28.6019799,bank,activity,{'amenity': 'bank'},commercial
77.1869559,28.6023291,bureau_de_change,activity,"{'amenity': 'bureau_de_change', 'shop': 'travel_agency'}",commercial
77.1869456,28.602338,bureau_de_change,activity,"{'amenity': 'bureau_de_change', 'shop': 'travel_agency'}",commercial
77.1869334,28.6023484,,activity,{'shop': 'stationery'},commercial
77.186913,28.6023659,car_rental,activity,{'amenity': 'car_rental'},commercial
77.1869003,28.6023768,pharmacy,activity,{'amenity': 'pharmacy'},commercial
77.1870421,28.6022552,,activity,{'shop': 'mobile_phone'},commercial
77.1870531,28.6022457,,activity,{'shop': 'hairdresser'},commercial
77.1870751,28.6022269,,activity,{'shop': 'hairdresser'},commercial
77.1870861,28.6022175,,activity,{'shop': 'copyshop'},commercial
77.1870971,28.602208,,activity,{'shop': 'mobile_phone'},commercial
77.1869652,28.6023212,telephone,activity,{'shop': 'copyshop'},commercial
77.1869762,28.6023117,,activity,{'shop': 'travel_agency'},commercial
77.1869872,28.6023023,,activity,{'shop': 'mobile_phone'},commercial
77.1869982,28.6022929,,activity,{'shop': 'dry_cleaning'},commercial
77.1870201,28.602274,,activity,{'shop': 'convenience'},commercial
77.1870311,28.6022646,,activity,{'shop': 'electrical'},commercial
77.1793308,28.5804633,fuel,activity,"{'amenity': 'fuel', 'shop': 'convenience'}",commercial
77.1850146,28.6037882,bank,activity,{'amenity': 'bank'},commercial
77.2233418,28.6579615,restaurant,activity,{'amenity': 'restaurant'},commercial
77.2233194,28.6580128,restaurant,activity,{'amenity': 'restaurant'},commercial
77.2246065,28.6565174,atm,activity,{'amenity': 'atm'},commercial
77.236558,28.5494669,bar,activity,{'amenity': 'bar'},commercial
77.2291798,28.4948019,restaurant,activity,{'amenity': 'restaurant'},commercial
77.041131,28.5960692,cafe,activity,{'amenity': 'cafe'},commercial
77.2231804,28.657558,restaurant,activity,{'amenity': 'restaurant'},commercial
77.1632718,28.5830883,post_office,activity,{'amenity': 'post_office'},commercial
77.1632054,28.5828891,bank,activity,{'amenity': 'bank'},commercial
77.1492017,28.5831234,bank,activity,{'amenity': 'bank'},commercial
77.1393042,28.5751812,restaurant,activity,{'amenity': 'restaurant'},commercial
77.1355743,28.5969128,fuel,activity,{'amenity': 'fuel'},commercial
77.2233357,28.6302007,cafe,activity,{'amenity': 'cafe'},commercial
77.1679977,28.587937,atm,activity,{'amenity': 'atm'},commercial
77.1680017,28.5879347,atm,activity,{'amenity': 'atm'},commercial
77.1680054,28.5879311,atm,activity,{'amenity': 'atm'},commercial
77.1237159,28.5753573,,activity,{'shop': 'supermarket'},commercial
77.148443,28.5790267,atm,activity,{'amenity': 'atm'},commercial
77.1492702,28.5818967,restaurant,activity,{'amenity': 'restaurant'},commercial
77.0942892,28.5738626,,activity,{'shop': 'supermarket'},commercial
77.0945132,28.5738264,atm,activity,{'amenity': 'atm'},commercial
77.0943616,28.5738699,,activity,{'shop': 'dairy'},commercial
77.09515,28.5762492,,activity,{'leisure': 'garden'},commercial
77.0877023,28.5748893,atm,activity,{'amenity': 'atm'},commercial
77.0933715,28.5770273,,activity,{'shop': 'dairy'},commercial
77.0971065,28.5751722,post_office,activity,{'amenity': 'post_office'},commercial
77.0972795,28.5752075,,activity,{'shop': 'dairy'},commercial
77.0991798,28.5761226,,activity,{'shop': 'supermarket'},commercial
77.1222556,28.5779224,post_office,activity,{'amenity': 'post_office'},commercial
77.2744804,28.6802124,bus_station,activity,{'amenity': 'bus_station'},commercial
77.0926199,28.5774648,atm,activity,{'amenity': 'atm'},commercial
77.0895803,28.5769958,bank,activity,{'amenity': 'bank'},commercial
77.0999242,28.5782606,atm,activity,{'amenity': 'atm'},commercial
77.089655,28.5823112,atm,activity,{'amenity': 'atm'},commercial
77.0894826,28.5823436,atm,activity,{'amenity': 'atm'},commercial
77.0908069,28.5845091,atm,activity,{'amenity': 'atm'},commercial
77.0883753,28.5857538,atm,activity,{'amenity': 'atm'},commercial
77.0876987,28.5861864,atm,activity,{'amenity': 'atm'},commercial
77.0876812,28.586196,atm,activity,{'amenity': 'atm'},commercial
77.0879638,28.5860009,bank,activity,{'amenity': 'bank'},commercial
77.0799249,28.5895414,bank,activity,{'amenity': 'bank'},commercial
77.0874593,28.5833403,atm,activity,{'amenity': 'atm'},commercial
77.0873761,28.5835005,atm,activity,{'amenity': 'atm'},commercial
77.0836076,28.5857481,atm,activity,{'amenity': 'atm'},commercial
77.0821383,28.5863009,atm,activity,{'amenity': 'atm'},commercial
77.0753099,28.587225,atm,activity,{'amenity': 'atm'},commercial
77.0995536,28.5782885,bank,activity,{'amenity': 'bank'},commercial
77.1236024,28.5754387,atm,activity,{'amenity': 'atm'},commercial
77.2215295,28.6318859,fuel,activity,{'amenity': 'fuel'},commercial
77.2218293,28.6314141,fuel,activity,{'amenity': 'fuel'},commercial
77.2263175,28.5995815,cafe,activity,{'amenity': 'cafe'},commercial
77.0919829,28.619744,bank,activity,{'amenity': 'bank'},commercial
77.2271551,28.600769,,activity,{'shop': 'hairdresser'},commercial
77.2272569,28.6006439,restaurant,activity,{'amenity': 'restaurant'},commercial
77.2042189,28.5523017,nightclub,activity,{'amenity': 'nightclub'},commercial
77.1951725,28.5548468,restaurant,activity,{'amenity': 'restaurant'},commercial
77.2429211,28.5596754,,activity,{'shop': 'cosmetics'},commercial
77.2420236,28.5334254,restaurant,activity,{'amenity': 'restaurant'},commercial
77.2379033,28.5917587,restaurant,activity,{'amenity': 'restaurant'},commercial
77.2418684,28.5333473,restaurant,activity,{'amenity': 'restaurant'},commercial
77.2293263,28.7048472,bus_station,activity,{'amenity': 'bus_station'},commercial
77.2435444,28.5346937,restaurant,activity,{'amenity': 'restaurant'},commercial
77.2060242,28.6823173,fast_food,activity,{'amenity': 'fast_food'},commercial
77.2434993,28.5329797,cafe,activity,{'amenity': 'cafe'},commercial
77.2881353,28.6120628,school,activity,{'amenity': 'school'},commercial
77.1944608,28.5536063,cafe,activity,{'amenity': 'cafe'},commercial
77.2037676,28.5522587,bar,activity,{'amenity': 'bar'},commercial
77.2084764,28.551392,restaurant,activity,{'amenity': 'restaurant'},commercial
77.291341,28.607846,school,activity,{'amenity': 'school'},commercial
77.2906976,28.6070398,bank,activity,{'amenity': 'bank'},commercial
77.2909419,28.607231,,activity,{'shop': 'florist'},commercial
77.2910508,28.6072784,,activity,{'shop': 'florist'},commercial
77.2907555,28.6069705,restaurant,activity,{'amenity': 'restaurant'},commercial
77.2906357,28.606893,ice_cream,activity,{'amenity': 'ice_cream'},commercial
77.2908063,28.6068044,cafe,activity,{'amenity': 'cafe'},commercial
77.2905963,28.6069381,restaurant,activity,{'amenity': 'restaurant'},commercial
77.2392783,28.5702683,,activity,{'leisure': 'playground'},commercial
77.2361881,28.5636137,,activity,{'leisure': 'playground'},commercial
77.2354953,28.5637147,,activity,{'leisure': 'playground'},commercial
77.0661762,28.7196184,college,activity,{'amenity': 'college'},commercial
77.2360014,28.6225443,bank,activity,{'amenity': 'bank'},commercial
77.2381071,28.6237346,college,activity,{'amenity': 'college'},commercial
77.2352232,28.549962,restaurant,activity,{'amenity': 'restaurant'},commercial
77.2387905,28.5700667,,activity,{'leisure': 'fitness_centre'},commercial
77.2342766,28.564158,restaurant,activity,{'amenity': 'restaurant'},commercial
77.2342912,28.5639952,restaurant,activity,{'amenity': 'restaurant'},commercial
77.2342972,28.5638795,cafe,activity,{'amenity': 'cafe'},commercial
77.2344541,28.5634458,restaurant,activity,{'amenity': 'restaurant'},commercial
77.2346174,28.5634589,,activity,{'shop': 'florist'},commercial
77.2422249,28.5611878,,activity,{'shop': 'dairy'},commercial
77.2407596,28.5617871,atm,activity,{'amenity': 'atm'},commercial
77.1970758,28.5464509,restaurant,activity,{'amenity': 'restaurant'},commercial
77.2375799,28.5701791,,activity,{'shop': 'jewelry'},commercial
77.2375367,28.5702091,restaurant,activity,{'amenity': 'restaurant'},commercial
77.2369906,28.5704589,,activity,{'shop': 'motorcycle'},commercial
77.2369213,28.5704927,,activity,{'shop': 'jewelry'},commercial
77.2371359,28.5704193,,activity,{'shop': 'clothes'},commercial
77.2368766,28.5705121,bank,activity,{'amenity': 'bank'},commercial
77.2367354,28.570565,bank,activity,{'amenity': 'bank'},commercial
77.2366313,28.5707216,atm,activity,{'amenity': 'atm'},commercial
77.1746505,28.4431945,community_centre,activity,{'amenity': 'community_centre'},commercial
77.2340657,28.563802,fast_food,activity,{'amenity': 'fast_food'},commercial
77.2342233,28.563802,atm,activity,{'amenity': 'atm'},commercial
77.2342501,28.5638032,atm,activity,{'amenity': 'atm'},commercial
77.240095,28.5634174,dentist,activity,{'amenity': 'dentist'},commercial
77.287413,28.6118017,school,activity,{'amenity': 'school'},commercial
77.2876138,28.6118221,school,activity,{'amenity': 'school'},commercial
77.2858863,28.6110368,taxi,activity,{'amenity': 'taxi'},commercial
77.2896107,28.6096116,school,activity,{'amenity': 'school'},commercial
77.232152,28.5595292,fuel,activity,{'amenity': 'fuel'},commercial
77.2322667,28.5567569,,activity,{'shop': 'florist'},commercial
77.2320758,28.5545365,,activity,{'shop': 'florist'},commercial
77.2373866,28.5717636,bank,activity,{'amenity': 'bank'},commercial
77.2374956,28.5717037,,activity,{'shop': 'supermarket'},commercial
77.237599,28.5716405,atm,activity,{'amenity': 'atm'},commercial
77.2203736,28.58471,pharmacy,activity,{'amenity': 'pharmacy'},commercial
77.2962085,28.5912074,bus_station,activity,{'amenity': 'bus_station'},commercial
77.2299848,28.5420683,doctors,activity,{'amenity': 'doctors'},commercial
77.2299772,28.542069,dentist,activity,{'amenity': 'dentist'},commercial
77.2301373,28.5435369,dentist,activity,{'amenity': 'dentist'},commercial
77.2288837,28.5437387,doctors,activity,{'amenity': 'doctors'},commercial
77.187296,28.643492,hospital,activity,{'amenity': 'hospital'},commercial
77.228812,28.6602944,fast_food,activity,{'amenity': 'fast_food'},commercial
77.2434649,28.6086088,place_of_worship,activity,{'building': 'shrine'},non_commercial
77.2121769,28.5895384,,activity,{'shop': 'kiosk'},commercial
77.213101,28.64038,,activity,{'shop': 'supermarket'},commercial
77.2295991,28.5752151,bank,activity,{'amenity': 'bank'},commercial
77.2296053,28.5456472,,activity,{'shop': 'beauty'},commercial
77.2296068,28.5456863,atm,activity,{'amenity': 'atm'},commercial
77.2249602,28.5425381,doctors,activity,{'amenity': 'doctors'},commercial
77.2307979,28.6563401,,activity,{'shop': 'confectionery'},commercial
77.2267927,28.6491012,,activity,{'shop': 'confectionery'},commercial
77.2303205,28.6504289,,activity,{'shop': 'confectionery'},commercial
77.2318879,28.6563366,fast_food,activity,{'amenity': 'fast_food'},commercial
77.2868222,28.6121039,bank,activity,{'amenity': 'bank'},commercial
77.2870188,28.6118553,bank,activity,{'amenity': 'bank'},commercial
77.2870514,28.6117699,atm,activity,{'amenity': 'atm'},commercial
77.2870607,28.6117301,atm,activity,{'amenity': 'atm'},commercial
77.2870733,28.6117168,atm,activity,{'amenity': 'atm'},commercial
77.1973263,28.5460823,hospital,activity,{'amenity': 'hospital'},commercial
77.1618988,28.5690367,bank,activity,{'amenity': 'bank'},commercial
77.2095887,28.6392425,,activity,{'shop': 'clothes'},commercial
77.2333261,28.6546047,,activity,{'shop': 'clothes'},commercial
77.2119082,28.6408128,,activity,{'shop': 'gift'},commercial
77.2269058,28.6476472,ice_cream,activity,{'amenity': 'ice_cream'},commercial
77.2720718,28.655366,post_office,activity,{'amenity': 'post_office'},commercial
77.2108417,28.6380841,,activity,{'shop': 'clothes'},commercial
77.1224691,28.5546855,restaurant,activity,{'amenity': 'restaurant'},commercial
77.2303091,28.6504719,cafe,activity,{'amenity': 'cafe'},commercial
77.2125645,28.5405871,,activity,{'shop': 'convenience'},commercial
77.212576,28.5405577,,activity,{'leisure': 'fitness_centre'},commercial
77.2127105,28.5397649,,activity,{'shop': 'supermarket'},commercial
77.2215027,28.5421697,fuel,activity,{'amenity': 'fuel'},commercial
77.2190245,28.5423703,dentist,activity,{'amenity': 'dentist'},commercial
77.218667,28.542393,bank,activity,{'amenity': 'bank'},commercial
77.2176955,28.5424598,dentist,activity,{'amenity': 'dentist'},commercial
77.2151422,28.5427805,,activity,{'shop': 'florist'},commercial
77.2150811,28.5427543,,activity,{'shop': 'dairy'},commercial
77.2149747,28.5427693,,activity,{'shop': 'greengrocer'},commercial
77.2149412,28.5427687,,activity,{'shop': 'department_store'},commercial
77.2210128,28.5422015,fuel,activity,"{'amenity': 'fuel', 'shop': 'convenience'}",commercial
77.2180108,28.5424418,kindergarten,activity,{'amenity': 'kindergarten'},commercial
77.2163043,28.542608,,activity,{'shop': 'beauty'},commercial
77.2145612,28.5427676,bank,activity,{'amenity': 'bank'},commercial
77.2118358,28.5436294,hospital,activity,{'amenity': 'hospital'},commercial
77.2121907,28.5407088,bank,activity,{'amenity': 'bank'},commercial
77.1902371,28.5730061,,activity,{'shop': 'variety_store'},commercial
77.2055869,28.6337077,,activity,{'shop': 'confectionery'},commercial
77.184885,28.5040911,nightclub,activity,{'amenity': 'nightclub'},commercial
77.1627474,28.5689757,kindergarten,activity,{'amenity': 'kindergarten'},commercial
77.1605338,28.5679493,,activity,{'shop': 'tobacco'},commercial
77.1628161,28.5690321,,activity,{'leisure': 'fitness_centre'},commercial
77.1598207,28.5676359,,activity,{'shop': 'tobacco'},commercial
77.160626,28.5678388,,activity,{'shop': 'greengrocer'},commercial
77.2887478,28.6119427,restaurant,activity,{'amenity': 'restaurant'},commercial
77.2887799,28.6118955,,activity,{'shop': 'car_parts'},commercial
77.2424491,28.5706695,restaurant,activity,{'amenity': 'restaurant'},commercial
77.2118715,28.5534953,fuel,activity,{'amenity': 'fuel'},commercial
77.2378394,28.5745515,fuel,activity,{'amenity': 'fuel'},commercial
77.2108473,28.5521823,theatre,activity,{'amenity': 'theatre'},commercial
77.2513052,28.5665107,college,activity,{'amenity': 'college'},commercial
77.2373191,28.5714856,ice_cream,activity,{'amenity': 'ice_cream'},commercial
77.2888106,28.6118764,restaurant,activity,{'amenity': 'restaurant'},commercial
77.288816,28.6118504,,activity,{'shop': 'car_repair'},commercial
77.2888276,28.6118194,atm,activity,{'amenity': 'atm'},commercial
77.2887912,28.6118983,,activity,{'shop': 'gift'},commercial
77.2888129,28.6118611,,activity,{'shop': 'car_repair'},commercial
77.2888244,28.6118302,atm,activity,{'amenity': 'atm'},commercial
77.2888525,28.611755,pharmacy,activity,{'amenity': 'pharmacy'},commercial
77.288843,28.6118217,,activity,{'shop': 'copyshop'},commercial
77.2424096,28.5545499,,activity,{'shop': 'motorcycle'},commercial
77.2424496,28.5531289,atm,activity,{'amenity': 'atm'},commercial
77.2421788,28.5527521,,activity,{'shop': 'bakery'},commercial
77.2425465,28.5532814,atm,activity,{'amenity': 'atm'},commercial
77.2425212,28.5532416,bank,activity,{'amenity': 'bank'},commercial
77.2412436,28.5555937,hospital,activity,{'amenity': 'hospital'},commercial
77.2071347,28.5437163,atm,activity,{'amenity': 'atm'},commercial
77.2071518,28.5437771,,activity,{'shop': 'kiosk'},commercial
77.214298,28.5434575,hospital,activity,{'amenity': 'hospital'},commercial
77.2085475,28.5437629,atm,activity,{'amenity': 'atm'},commercial
77.2218705,28.6312513,bank,activity,{'amenity': 'bank'},commercial
77.2205311,28.6314468,bank,activity,{'amenity': 'bank'},commercial
77.3022083,28.5879849,,activity,{'leisure': 'fitness_centre'},commercial
77.1560612,28.5251357,,activity,{'shop': 'alcohol'},commercial
77.2410926,28.6026965,restaurant,activity,{'amenity': 'restaurant'},commercial
77.2489998,28.5900522,,activity,{'leisure': 'playground'},commercial
77.2905691,28.606975,cafe,activity,{'amenity': 'cafe'},commercial
77.286964,28.615881,pharmacy,activity,{'amenity': 'pharmacy'},commercial
77.2872019,28.6117937,restaurant,activity,{'amenity': 'restaurant'},commercial
77.287879,28.6131769,veterinary,activity,{'amenity': 'veterinary'},commercial
77.287335,28.6116591,,activity,{'shop': 'greengrocer'},commercial
77.2873711,28.6116454,,activity,{'shop': 'dairy'},commercial
77.1948479,28.5763294,cafe,activity,{'amenity': 'cafe'},commercial
77.1950476,28.5760468,fast_food,activity,{'amenity': 'fast_food'},commercial
77.1950799,28.5763708,fast_food,activity,{'amenity': 'fast_food'},commercial
77.1952318,28.5760847,fast_food,activity,{'amenity': 'fast_food'},commercial
77.1952212,28.5761572,fast_food,activity,{'amenity': 'fast_food'},commercial
77.1964126,28.534509,fuel,activity,{'amenity': 'fuel'},commercial
77.2201398,28.6306078,car_rental,activity,{'amenity': 'car_rental'},commercial
77.1652909,28.5760199,school,activity,{'amenity': 'school'},commercial
77.1655863,28.574355,,activity,{'shop': 'florist'},commercial
77.2219077,28.5836536,hospital,activity,{'amenity': 'hospital'},commercial
77.2082617,28.5438377,,activity,{'shop': 'alcohol'},commercial
77.1899028,28.5279296,fuel,activity,{'amenity': 'fuel'},commercial
77.213014,28.6408832,restaurant,activity,{'amenity': 'restaurant'},commercial
77.2268903,28.5835873,,activity,{'shop': 'greengrocer'},commercial
77.1217455,28.4736928,school,activity,{'amenity': 'school'},commercial
77.217894,28.5430854,bank,activity,{'amenity': 'bank'},commercial
77.2203635,28.6353446,restaurant,activity,{'amenity': 'restaurant'},commercial
77.2013623,28.5204392,atm,activity,{'amenity': 'atm'},commercial
77.201637,28.5204982,bicycle_rental,activity,{'amenity': 'bicycle_rental'},commercial
77.2014454,28.5097683,hospital,activity,{'amenity': 'hospital'},commercial
77.2062308,28.5181909,atm,activity,{'amenity': 'atm'},commercial
77.203907,28.5123981,school,activity,{'amenity': 'school'},commercial
77.2325592,28.5380314,fuel,activity,{'amenity': 'fuel'},commercial
77.2029725,28.6248302,atm,activity,{'amenity': 'atm'},commercial
77.2010875,28.6249115,atm,activity,{'amenity': 'atm'},commercial
77.2032745,28.6259776,theatre,activity,{'amenity': 'theatre'},commercial
77.2052393,28.6261838,,activity,{'shop': 'greengrocer'},commercial
77.2052244,28.6261805,,activity,{'shop': 'dairy'},commercial
77.2226463,28.6321519,restaurant,activity,{'amenity': 'restaurant'},commercial
77.1193927,28.7396725,school,activity,{'amenity': 'school'},commercial
77.1195329,28.7397795,school,activity,{'amenity': 'school'},commercial
77.1286132,28.736244,community_centre,activity,{'amenity': 'community_centre'},commercial
77.1206528,28.7393172,,activity,{'shop': 'furniture'},commercial
77.1112272,28.7055417,clinic,activity,{'amenity': 'clinic'},commercial
77.2307718,28.5432572,bank,activity,{'amenity': 'bank'},commercial
77.2326727,28.6292586,atm,activity,{'amenity': 'atm'},commercial
77.2408863,28.5889464,crematorium,activity,{'amenity': 'crematorium'},commercial
77.2403922,28.5857995,fuel,activity,{'amenity': 'fuel'},commercial
77.1215482,28.738611,,activity,{'shop': 'department_store'},commercial
77.1214996,28.7386408,,activity,{'shop': 'department_store'},commercial
77.1214922,28.7385379,school,activity,{'amenity': 'school'},commercial
77.1212083,28.7388408,,activity,{'shop': 'electronics'},commercial
77.1221932,28.7383954,post_office,activity,{'amenity': 'post_office'},commercial
77.1207726,28.739206,,activity,{'shop': 'mobile_phone'},commercial
77.1211106,28.7389023,,activity,{'shop': 'gift'},commercial
77.1219994,28.7383821,,activity,{'shop': 'books'},commercial
77.1210837,28.7389946,,activity,{'shop': 'hardware'},commercial
77.122153,28.7381832,bank,activity,{'amenity': 'bank'},commercial
77.1207824,28.7364236,restaurant,activity,{'amenity': 'restaurant'},commercial
77.1210048,28.7364315,,activity,{'shop': 'confectionery'},commercial
77.1209198,28.7364658,pharmacy,activity,{'amenity': 'pharmacy'},commercial
77.1284258,28.7363305,college,activity,{'amenity': 'college'},commercial
77.1247396,28.7386759,,activity,{'shop': 'confectionery'},commercial
77.128777,28.7364974,school,activity,{'amenity': 'school'},commercial
77.129468,28.7370886,restaurant,activity,{'amenity': 'restaurant'},commercial
77.1248986,28.7386291,,activity,{'shop': 'clothes'},commercial
77.1233459,28.7396141,atm,activity,{'amenity': 'atm'},commercial
77.1250918,28.7366878,,activity,{'leisure': 'fitness_centre'},commercial
77.1250173,28.7364588,,activity,{'shop': 'hairdresser'},commercial
77.1097988,28.7194752,,activity,{'shop': 'car'},commercial
77.1096934,28.7194381,,activity,{'leisure': 'fitness_centre'},commercial
77.1671988,28.5652278,atm,activity,{'amenity': 'atm'},commercial
77.1672942,28.5650324,atm,activity,{'amenity': 'atm'},commercial
77.1666541,28.5658314,taxi,activity,{'amenity': 'taxi'},commercial
77.1673028,28.5649944,atm,activity,{'amenity': 'atm'},commercial
77.1672194,28.5653299,,activity,{'shop': 'tea'},commercial
77.1674642,28.5651928,atm,activity,{'amenity': 'atm'},commercial
77.2192588,28.6215414,atm,activity,{'amenity': 'atm'},commercial
77.2188215,28.624526,fuel,activity,{'amenity': 'fuel'},commercial
77.2199591,28.6264672,fuel,activity,{'amenity': 'fuel'},commercial
77.2193948,28.6236459,atm,activity,{'amenity': 'atm'},commercial
77.2063926,28.6258252,,activity,{'shop': 'kiosk'},commercial
77.2063586,28.6259996,,activity,{'shop': 'kiosk'},commercial
77.1965097,28.5467182,bar,activity,{'amenity': 'bar'},commercial
77.1970726,28.5464901,cafe,activity,{'amenity': 'cafe'},commercial
77.1330081,28.7408821,bank,activity,{'amenity': 'bank'},commercial
77.2307312,28.5734754,,activity,{'shop': 'greengrocer'},commercial
77.1741298,28.5726716,,activity,{'shop': 'tobacco'},commercial
77.1727645,28.5743511,school,activity,{'amenity': 'school'},commercial
77.1638274,28.5721181,school,activity,{'amenity': 'school'},commercial
77.168121,28.5747681,taxi,activity,{'amenity': 'taxi'},commercial
77.2167477,28.6294312,atm,activity,{'amenity': 'atm'},commercial
77.2166381,28.6294269,bank,activity,{'amenity': 'bank'},commercial
77.2173598,28.62898,atm,activity,{'amenity': 'atm'},commercial
77.2174179,28.6289357,bank,activity,{'amenity': 'bank'},commercial
77.2287125,28.6674468,,activity,{'shop': 'alcohol'},commercial
77.2080312,28.6325492,atm,activity,{'amenity': 'atm'},commercial
77.1309064,28.7122097,ice_cream,activity,{'amenity': 'ice_cream'},commercial
77.1186337,28.7325136,college,activity,{'amenity': 'college'},commercial
77.1331213,28.7408129,bank,activity,{'amenity': 'bank'},commercial
77.1323967,28.7413557,bank,activity,{'amenity': 'bank'},commercial
77.1332332,28.740748,bank,activity,{'amenity': 'bank'},commercial
77.1334318,28.7406022,bank,activity,{'amenity': 'bank'},commercial
77.1325362,28.7412506,bank,activity,{'amenity': 'bank'},commercial
77.1306159,28.7392311,school,activity,{'amenity': 'school'},commercial
77.2966417,28.6228538,hospital,activity,{'amenity': 'hospital'},commercial
77.118418,28.7391855,bank,activity,{'amenity': 'bank'},commercial
77.1241974,28.7343884,bank,activity,{'amenity': 'bank'},commercial
77.1242988,28.7342137,atm,activity,{'amenity': 'atm'},commercial
77.1241508,28.7343445,atm,activity,{'amenity': 'atm'},commercial
77.2408202,28.5645258,bank,activity,{'amenity': 'bank'},commercial
77.2407129,28.5645188,bank,activity,{'amenity': 'bank'},commercial
77.2388696,28.5654681,,residential,{'building': 'residential'},
77.2385041,28.5654976,,residential,{'building': 'residential'},
77.2362927,28.5656213,taxi,activity,{'amenity': 'taxi'},commercial
77.1881657,28.5268034,restaurant,activity,{'amenity': 'restaurant'},commercial
77.1818239,28.5222274,restaurant,activity,{'amenity': 'restaurant'},commercial
77.2417194,28.5558633,,activity,{'leisure': 'fitness_centre'},commercial
77.2493552,28.5472443,bank,activity,{'amenity': 'bank'},commercial
77.2418147,28.5557616,cafe,activity,{'amenity': 'cafe'},commercial
77.2494873,28.5469888,hospital,activity,{'amenity': 'hospital'},commercial
77.2480443,28.5498387,kindergarten,activity,{'amenity': 'kindergarten'},commercial
77.2490814,28.5477704,kindergarten,activity,{'amenity': 'kindergarten'},commercial
77.2409044,28.5528582,restaurant,activity,{'amenity': 'restaurant'},commercial
77.2423109,28.5529124,,activity,{'shop': 'fabric'},commercial
77.2423167,28.5531385,,activity,{'shop': 'dairy'},commercial
77.1758146,28.5562789,bank,activity,{'amenity': 'bank'},commercial
77.175334,28.5559586,cafe,activity,{'amenity': 'cafe'},commercial
77.1709638,28.5590342,restaurant,activity,{'amenity': 'restaurant'},commercial
77.1703948,28.5595428,bank,activity,{'amenity': 'bank'},commercial
77.1351639,28.7391895,restaurant,activity,{'amenity': 'restaurant'},commercial
77.1353427,28.7390615,cafe,activity,{'amenity': 'cafe'},commercial
77.2782886,28.615296,restaurant,activity,{'amenity': 'restaurant'},commercial
77.2429097,28.5333542,restaurant,activity,{'amenity': 'restaurant'},commercial
77.1954706,28.6459845,,activity,{'leisure': 'park'},commercial
77.1215558,28.7403173,clinic,activity,{'amenity': 'clinic'},commercial
77.1216834,28.740424,community_centre,activity,{'amenity': 'community_centre'},commercial
77.1291872,28.7367974,school,activity,{'amenity': 'school'},commercial
